DCA License Number,Business Name,Business Name 2,Industry,Event Type,Event Date,Status
1340160-DCA,"C&E CLEANERS-LAUNDRY SERVICES, INC.",,Laundry Jobber,Suspended,5/23/2015,Inactive
1350463-DCA,FAST COLLISION & TOWING 1 INC,,Tow Truck Company,Revoked,5/23/2015,Inactive
1436964-DCA,RINAPHER INC.,COMPARE,Stoop Line Stand,Reinstated,5/23/2015,Inactive
1438921-DCA,1539 BOYNTON GOURMET & GRILL INC.,,Tobacco Retail Dealer,Suspended,5/23/2015,Inactive
1470668-DCA,BARENA CORP,,Tobacco Retail Dealer,Suspended,5/23/2015,Inactive
2007841-1697-DCA,FAT BOYS DELI & GROCERY INC,,Tobacco Retail Dealer,Suspended,5/23/2015,Inactive
2023028-2-DCA,"ADAM 99 CENTS & UP , INC.",,Tobacco Retail Dealer,Suspended,5/23/2015,Inactive
2012382-DCA,AAAPC LLC,,Electronics Store,Suspended,5/24/2015,Inactive
1460236-DCA,EAST 124 DELI GROCERY INC,,Tobacco Retail Dealer,Revoked,5/25/2015,Inactive
1465356-DCA,ORMOND PLACE PARKING CORP.,,Garage,Suspended,5/25/2015,Active
0816899-DCA,HAPPY & POLEN CORP.,95TH ST LAUNDROMAT &DRY CLEANING CENTER,Laundry,Suspended,5/26/2015,Inactive
0894633-DCA,"LEUNG, JOHN",CHEONG MING CO,Laundry,Surrendered,5/26/2015,Inactive
1003830-DCA,HOME DEPOT USA INC,,Home Improvement Contractor,Suspended,5/26/2015,Active
1041471-DCA,"TIBBS STATIONERY, INC",,Tobacco Retail Dealer,Suspended,5/26/2015,Active
1049883-DCA,"PEGUERO, CANDIDA",FAMILY MINIMARKET,Tobacco Retail Dealer,Suspended,5/26/2015,Inactive
1051785-DCA,VADUZ PHARMACEUTICAL INC.,BI-WISE PHARMACY,Tobacco Retail Dealer,Suspended,5/26/2015,Inactive
1071519-DCA,"PEP BOYS - MANNY, MOE & JACK OF DELAWARE, INC.",,Electronic & Appliance Service,Suspended,5/26/2015,Inactive
1073123-DCA,TOP CITY CONTRACTING CORPORATION,,Home Improvement Contractor,Suspended,5/26/2015,Inactive
1134650-DCA,IN BOCCA AL LUPO LTD.,,Stoop Line Stand,Suspended,5/26/2015,Inactive
1145775-DCA,NEW CONEY ISLAND SUPERMARKET CORP.,,Stoop Line Stand,Suspended,5/26/2015,Inactive
1217838-DCA,"HIGHLAWN AVENUE DELI-GROCERY, INC.",,Tobacco Retail Dealer,Suspended,5/26/2015,Inactive
1222973-DCA,RAJ NEWS CORNER STORE INC.,,Stoop Line Stand,Suspended,5/26/2015,Inactive
1226243-DCA,SUPER KINGDOM LAUNDROMAT INC.,,Laundry,Suspended,5/26/2015,Inactive
1266356-DCA,"TRAN, TONY",TONY WATCH'S REPAIRS & SALES,Secondhand Dealer - General,Reinstated,5/26/2015,Inactive
1311937-DCA,"TAXI DEPOT, INC.",,Electronic & Appliance Service,Surrendered,5/26/2015,Inactive
1376809-DCA,"ZHANG, JIAN QUN",TWO THOUSAND EMPLOYMENT,Employment Agency,Surrendered,5/26/2015,Inactive
2005840-DCA,"SINGH, NAVJOT",,Home Improvement Contractor,Surrendered,5/26/2015,Inactive
2006737-DCA,JIE CHEN/DBA HAPPY EMPLOYMENT,,Employment Agency,Surrendered,5/26/2015,Inactive
2009723-DCA,"CAI, AMY",GOOD FRIEND EMPLOYMENT AGENCY,Employment Agency,Surrendered,5/26/2015,Inactive
1205841-DCA,550 EAST 139TH STREET INC.,,Tobacco Retail Dealer,Surrendered,5/27/2015,Inactive
1342129-DCA,"ALTAREB, ABDULLATIF A.",,Tobacco Retail Dealer,Reinstated,5/27/2015,Inactive
1414107-DCA,"BELL & WILLIAMS ASSOCIATES, INC.",,Debt Collection Agency,Surrendered,5/27/2015,Inactive
1457680-DCA,SUGAR DELI GROCERY INC.,,Tobacco Retail Dealer,Surrendered,5/27/2015,Inactive
2006838-DCA,Winner Wireless Wideo Inc,Winner Wireless Wideo inc,Electronic & Appliance Service,Surrendered,5/27/2015,Inactive
2011513-DCA,YEATS CARRIAGES INC,,Horse Drawn Cab Owner,Reinstated,5/27/2015,Active
2016404-1-DCA,QUALITY DELI AND GROCERY INC,,Tobacco Retail Dealer,Surrendered,5/27/2015,Inactive
2021536-DCA,BEST TOP WIRELESS 2 CORP,,Electronics Store,Surrendered,5/27/2015,Inactive
2023028-2-DCA,"ADAM 99 CENTS & UP , INC.",,Tobacco Retail Dealer,Reinstated,5/27/2015,Inactive
1131028-DCA,"SKIBITSKAYA, TAMARA",SIMPLY THE BEST AGENCY,Employment Agency,Surrendered,5/28/2015,Inactive
1389488-DCA,FAMILY DRY CLEANERS NY INC.,,Laundry Jobber,Suspended,5/28/2015,Inactive
1411856-DCA,SEVEN STAR SEVEN GROCERY STORE INC.,,Tobacco Retail Dealer,Suspended,5/28/2015,Inactive
1440367-DCA,P SWAMI FOOD MART INC,,Tobacco Retail Dealer,Revoked,5/28/2015,Inactive
2013471-1-DCA,D & G MINI MARKET CORP.,,Tobacco Retail Dealer,Suspended,5/28/2015,Inactive
2014269-1-DCA,WAFA DESI BAZAR INC,,Tobacco Retail Dealer,Suspended,5/28/2015,Inactive
2016559-1-DCA,popodara food market inc,,Tobacco Retail Dealer,Suspended,5/28/2015,Inactive
1449398-DCA,,,Locksmith,Reinstated,5/28/2015,Active
1309926-DCA,"ELORA SPANISH MEXICAN RESTAURANT, INC.",,Sidewalk Cafe,Surrendered,5/29/2015,Inactive
1459078-DCA,FURKAN DELI AND GROCERY INC.,,Tobacco Retail Dealer,Surrendered,5/29/2015,Inactive
2018647-DCA,MP Flat Fix Corp,,Secondhand Dealer - General,Surrendered,5/29/2015,Inactive
1411856-DCA,SEVEN STAR SEVEN GROCERY STORE INC.,,Tobacco Retail Dealer,Reinstated,5/30/2015,Inactive
2014292-1-DCA,LA BARRACA DELI INC,,Tobacco Retail Dealer,Suspended,5/30/2015,Inactive
2018467-DCA,TOLI AUTO MART INC,,Secondhand Dealer - General,Reinstated,5/30/2015,Inactive
0960517-DCA,NERA CORP.,,Sidewalk Cafe,Surrendered,6/1/2015,Inactive
1379037-DCA,S PREET COMMUNICATION INC.,,Electronics Store,Surrendered,6/1/2015,Inactive
1436159-DCA,MARIA RAMONA INC,,Secondhand Dealer - General,Surrendered,6/1/2015,Inactive
2021041-DCA,82-11 LLC,,Garage and Parking Lot,Surrendered,6/1/2015,Inactive
1189798-DCA,TUNNEL GOURMET CORP.,,Tobacco Retail Dealer,Reinstated,6/2/2015,Inactive
1191313-DCA,TUNNEL GOURMET CORP.,,Stoop Line Stand,Reinstated,6/2/2015,Inactive
1214187-DCA,KETSIE GROCERY INC.,,Tobacco Retail Dealer,Reinstated,6/2/2015,Inactive
1226243-DCA,SUPER KINGDOM LAUNDROMAT INC.,,Laundry,Reinstated,6/2/2015,Inactive
1267772-DCA,DOSSOU KITTI CYR K,EAGLE AUTO REPAIR,Tow Truck Company,Surrendered,6/2/2015,Inactive
1413462-DCA,"ARISTO GOURMET DELI, INC.",,Tobacco Retail Dealer,Surrendered,6/2/2015,Inactive
2018074-2-DCA,MOTOWN DELI AND GROCERY CORP,,Tobacco Retail Dealer,Reinstated,6/2/2015,Inactive
0816899-DCA,HAPPY & POLEN CORP.,95TH ST LAUNDROMAT &DRY CLEANING CENTER,Laundry,Reinstated,6/3/2015,Inactive
0920320-DCA,"CONTINENTAL DIE, INC.",CONTINENTAL DIE,Secondhand Dealer - General,Reinstated,6/3/2015,Inactive
1058556-DCA,"CHUNG, WAYNE A",K & W CHUNG COLLISION,Secondhand Dealer - General,Surrendered,6/4/2015,Inactive
1255954-DCA,FRESHSTART AUTO SALES CO. INC.,,Secondhand Dealer - Auto,Surrendered,6/4/2015,Inactive
1333015-DCA,GARULITA DELI CORP.,,Tobacco Retail Dealer,Revoked,6/4/2015,Inactive
1361089-DCA,NEW LOTS DELI PLAZA CORP.,,Tobacco Retail Dealer,Reinstated,6/4/2015,Inactive
1379332-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/4/2015,Inactive
1379458-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/4/2015,Inactive
1426157-DCA,BNI CRAFTSMAN LLC,,Home Improvement Contractor,Revoked,6/4/2015,Inactive
1453240-DCA,ROHAN DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,6/4/2015,Inactive
1471267-DCA,CUSTOM TOWING INC.,,Tow Truck Company,Suspended,6/4/2015,Inactive
2000243-69-DCA,JLD DELI GROCERY CORP,,Tobacco Retail Dealer,Suspended,6/4/2015,Inactive
2010113-DCA,4 TECH MOBILE CORP,,Secondhand Dealer - General,Surrendered,6/4/2015,Inactive
0428990-DCA,CHELNICK PARKING CORP,CHELNIK PARKING,Garage and Parking Lot,Surrendered,6/5/2015,Inactive
1173648-DCA,"BARRERA, GLADYS",PEARLS LAUNDROMAT,Laundry,Suspended,6/5/2015,Inactive
1277537-DCA,"222 RIVERSIDE MANAGEMENT, LLC",,Garage,Suspended,6/5/2015,Inactive
1304515-DCA,"UNITED RECOVERY SYSTEMS, LP",,Debt Collection Agency,Surrendered,6/5/2015,Inactive
1339273-DCA,124 ALEX DELI & GROCERY INC.,,Tobacco Retail Dealer,Surrendered,6/5/2015,Inactive
1367088-DCA,B&B REFRIGERATION RESTAURANT EQUIPMENT CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1379424-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1379454-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #204,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1379528-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1379928-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1379932-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1398451-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1398470-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1398507-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1398521-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1398608-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1400296-DCA,"AL-GAZZALY, ALI HAMUD",A & Y DELI GROCERY,Tobacco Retail Dealer,Surrendered,6/5/2015,Inactive
1402763-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1403056-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1403382-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1404318-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #119,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1413845-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #402,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1413848-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1428153-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
1437003-DCA,"SIGUENCIA-COBOS, AGUSTIN D",A S CONSTRUCTION,Home Improvement Contractor,Surrendered,6/5/2015,Inactive
1473870-DCA,472 WEST 147 STREET DELI GROCERY CORP.,,Tobacco Retail Dealer,Suspended,6/5/2015,Inactive
2007690-DCA,THE PRIVATE JEWELRY EXCHANGE LTD,,Pawnbroker,Surrendered,6/5/2015,Inactive
2011279-DCA,"THE PRIVATE JEWELRY EXCHANGE, LTD.",,Secondhand Dealer - General,Surrendered,6/5/2015,Inactive
2012266-1-DCA,OMSAI GROCERY INC,NANKING GOURMET DELI,Tobacco Retail Dealer,Suspended,6/5/2015,Inactive
2001591-DCA,GUALBERTO CAZARES,EL RANCHITO TWO,Electronics Store,Suspended,6/5/2015,Inactive
1451535-DCA,169 DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,6/6/2015,Inactive
1450187-DCA,BIG K GROCERY STORE INC,,Tobacco Retail Dealer,Suspended,6/7/2015,Inactive
2004986-1235-DCA,3016 RICHMOND DELI CORP,,Tobacco Retail Dealer,Suspended,6/7/2015,Inactive
2005686-DCA,HILLSIDE WIRELESS & ELECTRONICS INC.,,Electronics Store,Suspended,6/7/2015,Inactive
2001467-DCA,SP PLUS CORPORATION,,Garage,Suspended,6/7/2015,Active
1460768-DCA,1 STOP FOR ALL INC.,,Tobacco Retail Dealer,Revoked,6/8/2015,Inactive
1467752-DCA,ALL AMERICAN AUTO BODY & TOWING INC.,,Tow Truck Company,Surrendered,6/8/2015,Inactive
2003849-1019-DCA,genuine deli and grocery corp,,Tobacco Retail Dealer,Revoked,6/8/2015,Inactive
1041471-DCA,"TIBBS STATIONERY, INC",,Tobacco Retail Dealer,Reinstated,6/9/2015,Active
1243052-DCA,AL FARHA CORP,,Tobacco Retail Dealer,Revoked,6/9/2015,Inactive
1321820-DCA,WARB CORPORATION,LA VEGA GROCERY,Tobacco Retail Dealer,Surrendered,6/9/2015,Inactive
1374986-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1374989-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1379530-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1384455-DCA,"MXCO CAFE, LLC",,Sidewalk Cafe,Surrendered,6/9/2015,Inactive
1398513-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #227,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1402759-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1402880-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1403069-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1403072-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1404143-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #133,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1409040-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1409047-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1413749-DCA,THE PAY-O-MATIC CORP.,THE PAY-O-MATIC #413,Secondhand Dealer - General,Surrendered,6/9/2015,Inactive
1451825-DCA,HABIBI GROCERY CANDY AND DISCOUNT CORP,,Tobacco Retail Dealer,Suspended,6/9/2015,Inactive
2002359-603-DCA,K & K DELI & GROCERY INC.,,Tobacco Retail Dealer,Surrendered,6/9/2015,Inactive
2021505-DCA,SP PLUS CORPORATION,,Garage,Surrendered,6/9/2015,Inactive
0865888-DCA,,,Home Improvement Salesperson,Revoked,6/9/2015,Inactive
1157636-DCA,JAMAICA QUEENS FOOD CORP.,,Tobacco Retail Dealer,Revoked,6/10/2015,Inactive
1289297-DCA,"LEWIS,SAMUEL D",S&B UNIVERSAL,Home Improvement Contractor,Suspended,6/10/2015,Inactive
1432715-DCA,"ANGEL'S DELI GROCERY, INC",,Tobacco Retail Dealer,Suspended,6/10/2015,Inactive
1433351-DCA,FAMILY 99C PLUS INC.,,Tobacco Retail Dealer,Reinstated,6/10/2015,Inactive
1440107-DCA,NIGHT LINE GOURMET DELI 2 INC,,Tobacco Retail Dealer,Revoked,6/10/2015,Inactive
1450082-DCA,GOTHAM CITY BUILDERS INC,,Home Improvement Contractor,Suspended,6/10/2015,Inactive
1454792-DCA,OSVALDO DELI GROCERY CORP.,,Tobacco Retail Dealer,Suspended,6/10/2015,Inactive
1458662-DCA,F&J GOURMET DELI INC,,Tobacco Retail Dealer,Revoked,6/10/2015,Inactive
1458818-DCA,FORDHAM CONVENIENCE & GROCERY MART INC.,,Stoop Line Stand,Suspended,6/10/2015,Inactive
2001909-DCA,L&M MUFFLER TIRE & AUTOGLASS INC,,Secondhand Dealer - General,Surrendered,6/10/2015,Inactive
2011040-1-DCA,3368 CYPRESS DELI & GROCERY CORP,,Tobacco Retail Dealer,Suspended,6/10/2015,Inactive
1049362-DCA,"PAK GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,6/11/2015,Inactive
1102133-DCA,"ZORRILLA, ANDRES A",ANDRES FLAT FIXED,Secondhand Dealer - General,Surrendered,6/11/2015,Inactive
1318581-DCA,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",,Employment Agency,Surrendered,6/11/2015,Inactive
1343911-DCA,"ALI, YAHYA M",GREEN VALLEY GOURMET DELI,Tobacco Retail Dealer,Surrendered,6/11/2015,Inactive
1420505-DCA,A&W COLLISION CENTER INC.,,Secondhand Dealer - General,Surrendered,6/11/2015,Inactive
1439947-DCA,"125 FOUR STAR DELI, INC.",,Tobacco Retail Dealer,Suspended,6/11/2015,Inactive
1444305-DCA,HD 138 LAUNDERETTE INC.,,Laundry,Suspended,6/11/2015,Inactive
1463692-DCA,8902 DELI GROCERY INCORPORATED,,Tobacco Retail Dealer,Revoked,6/11/2015,Inactive
1466564-DCA,M&H CANDY GROCERY CORP,,Tobacco Retail Dealer,Suspended,6/11/2015,Inactive
2009516-2019-DCA,PARADISE GOURMET DELI CORP,,Tobacco Retail Dealer,Surrendered,6/11/2015,Inactive
1426152-DCA,,,Home Improvement Salesperson,Suspended,6/11/2015,Inactive
1465429-DCA,JOSE GARAY,JG GENERAL CONTRACTING,Home Improvement Contractor,Surrendered,6/12/2015,Inactive
1161183-DCA,,,Process Server Individual,Reinstated,6/12/2015,Active
1363091-DCA,ALEXANDER DELI CORP.,,Tobacco Retail Dealer,Reinstated,6/13/2015,Inactive
2006838-DCA,Winner Wireless Wideo Inc,Winner Wireless Wideo inc,Electronic & Appliance Service,Suspended,6/13/2015,Inactive
2014052-1-DCA,GARDEN GOURMET CORP,,Tobacco Retail Dealer,Suspended,6/13/2015,Inactive
1289297-DCA,"LEWIS,SAMUEL D",S&B UNIVERSAL,Home Improvement Contractor,Reinstated,6/15/2015,Inactive
1388746-DCA,REW DELI & GROCERY,,Tobacco Retail Dealer,Surrendered,6/15/2015,Inactive
1465356-DCA,ORMOND PLACE PARKING CORP.,,Garage,Reinstated,6/15/2015,Active
1471267-DCA,CUSTOM TOWING INC.,,Tow Truck Company,Reinstated,6/15/2015,Inactive
0969315-DCA,"INTERSERVICE BROKERAGE, INC.",,Employment Agency,Surrendered,6/16/2015,Inactive
1049757-DCA,"MOREL-TAVERAS, DOMINGO",STOP ONE DELI & GROCERY,Tobacco Retail Dealer,Surrendered,6/16/2015,Inactive
1277537-DCA,"222 RIVERSIDE MANAGEMENT, LLC",,Garage,Reinstated,6/16/2015,Inactive
1379940-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/16/2015,Inactive
1388746-DCA,REW DELI & GROCERY,,Tobacco Retail Dealer,Revoked,6/16/2015,Inactive
1403062-DCA,PAY-O-MATIC CHECK CASHING CORP.,,Secondhand Dealer - General,Surrendered,6/16/2015,Inactive
1460860-DCA,AMERICAN GOURMET AND DELI CORP,,Tobacco Retail Dealer,Revoked,6/16/2015,Inactive
2010110-2155-DCA,GOLD STAR GROCERY INC,,Tobacco Retail Dealer,Revoked,6/16/2015,Inactive
2010739-DCA,REPAIR DOCTOR INC,,Secondhand Dealer - General,Reinstated,6/16/2015,Inactive
2011488-DCA,ACES BODYSHOP INC,,Secondhand Dealer - General,Surrendered,6/16/2015,Inactive
2014143-1-DCA,"7 ELEVEN, INC.",7 Eleven Store #33517J,Tobacco Retail Dealer,Surrendered,6/16/2015,Inactive
2020427-2-DCA,KASADURO DELI AND GROCERY INC,,Tobacco Retail Dealer,Surrendered,6/16/2015,Inactive
1426152-DCA,,,Home Improvement Salesperson,Reinstated,6/16/2015,Inactive
0898875-DCA,FRATERNAL BUSINESS SERVICES INC.,HITEC COMPUTERS,Electronic & Appliance Service,Surrendered,6/17/2015,Inactive
1246287-DCA,JAMIE DELI INC,,Stoop Line Stand,Surrendered,6/17/2015,Inactive
1426285-DCA,A&A GOURMET DELI CORP,,Tobacco Retail Dealer,Revoked,6/17/2015,Inactive
1431243-DCA,99 CENT FAMILY GROCERY & DELI CORP,,Tobacco Retail Dealer,Reinstated,6/17/2015,Inactive
1438159-DCA,ALIANZA DELI GROCERY CORP,,Tobacco Retail Dealer,Reinstated,6/17/2015,Inactive
1441675-DCA,111 DELI STOP CORP,,Tobacco Retail Dealer,Suspended,6/17/2015,Inactive
1443204-DCA,DRISCILLA AND LIVERPOOL CONSTRUCTION CORPORATION,,Home Improvement Contractor,Suspended,6/17/2015,Inactive
2002294-DCA,TAR AUTO SALES INC,BOSS AUTO PREMIER,Secondhand Dealer - Auto,Reinstated,6/17/2015,Inactive
2010782-DCA,"CARMART, INC.",,Secondhand Dealer - Auto,Surrendered,6/17/2015,Inactive
2014142-1-DCA,A H BROADWAY GROCERY CORP,,Tobacco Retail Dealer,Reinstated,6/17/2015,Inactive
1292151-DCA,,,Home Improvement Salesperson,Suspended,6/17/2015,Inactive
1158652-DCA,,,Process Server Individual,Suspended,6/17/2015,Active
0365559-DCA,"BARDOUILLE, LILLIE",M & V PARKING,Parking Lot,Surrendered,6/18/2015,Inactive
1421351-DCA,RNS CONVENIENCE STORE INC.,,Tobacco Retail Dealer,Suspended,6/18/2015,Inactive
1441675-DCA,111 DELI STOP CORP,,Tobacco Retail Dealer,Reinstated,6/18/2015,Inactive
1466972-DCA,WEST MOBIL ON 8TH INC.,,Tobacco Retail Dealer,Suspended,6/18/2015,Active
2003209-DCA,CUSTOM TOWING INC.,,Tow Truck Company,Suspended,6/18/2015,Inactive
2017153-DCA,"AYUBE, MOHAMED",M&A Convenience Store,Stoop Line Stand,Suspended,6/18/2015,Inactive
1467799-DCA,,,Home Improvement Salesperson,Suspended,6/18/2015,Inactive
1340109-DCA,W & F DELI GROCERY CORP.,,Stoop Line Stand,Suspended,6/19/2015,Inactive
1347711-DCA,101 NANNIES INC.,,Employment Agency,Surrendered,6/19/2015,Inactive
1444305-DCA,HD 138 LAUNDERETTE INC.,,Laundry,Reinstated,6/19/2015,Inactive
1451825-DCA,HABIBI GROCERY CANDY AND DISCOUNT CORP,,Tobacco Retail Dealer,Reinstated,6/19/2015,Inactive
1469145-DCA,GOLD HARD CASH L.L.C.,,Secondhand Dealer - General,Surrendered,6/19/2015,Inactive
2003209-DCA,CUSTOM TOWING INC.,,Tow Truck Company,Reinstated,6/19/2015,Inactive
2005686-DCA,HILLSIDE WIRELESS & ELECTRONICS INC.,,Electronics Store,Reinstated,6/19/2015,Inactive
2009472-2009-DCA,NIN GROCERY CORP,,Tobacco Retail Dealer,Revoked,6/19/2015,Inactive
2012266-1-DCA,OMSAI GROCERY INC,NANKING GOURMET DELI,Tobacco Retail Dealer,Reinstated,6/19/2015,Inactive
2014265-1-DCA,RALPH AVENUE FOOD CORP,,Tobacco Retail Dealer,Reinstated,6/19/2015,Inactive
2000809-249-DCA,7 STAR JAMAICA DELI CORP,,Tobacco Retail Dealer,Suspended,6/20/2015,Inactive
1367121-DCA,NEW ORLEANS MIN MARKET LLC,,Tobacco Retail Dealer,Suspended,6/22/2015,Inactive
1453240-DCA,ROHAN DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,6/22/2015,Inactive
1244300-DCA,"SURIEL, JOSE",LAST STOP GROCERY STORE,Tobacco Retail Dealer,Suspended,6/23/2015,Inactive
1337030-DCA,"DIAMOND CREATION BY RAFAEL, INC.",,Secondhand Dealer - General,Surrendered,6/23/2015,Inactive
1418341-DCA,COLOMBIA GROCERY CORP,,Tobacco Retail Dealer,Suspended,6/23/2015,Inactive
1453537-DCA,"LAROCCA JEWELRY, INC.",A & A JEWELRY,Secondhand Dealer - General,Surrendered,6/23/2015,Inactive
1472599-DCA,MODELL COLLATERAL LOANS INC.,,Pawnbroker,Surrendered,6/23/2015,Inactive
1473753-DCA,MODELL COLLATERAL LOANS INC,,Secondhand Dealer - General,Surrendered,6/23/2015,Inactive
2003232-823-DCA,NYC CANDY STORE SHOP CORP,,Tobacco Retail Dealer,Surrendered,6/23/2015,Inactive
2010726-DCA,R.S.B.Y. CELL INC.,,Electronics Store,Revoked,6/23/2015,Inactive
1071643-DCA,"RITE AID OF NEW YORK, INC.",RITE AID STORE #4836,Tobacco Retail Dealer,Suspended,6/23/2015,Inactive
1066995-DCA,AKSHAR & SHRIJI GROCERY INC.,,Tobacco Retail Dealer,Revoked,6/24/2015,Inactive
1109892-DCA,JAMIE DELI INC,,Tobacco Retail Dealer,Revoked,6/24/2015,Inactive
1155947-DCA,SABARI TILE CORPORATION,,Home Improvement Contractor,Surrendered,6/24/2015,Inactive
1308653-DCA,X-10 CANDY GROCERY INC.,,Tobacco Retail Dealer,Suspended,6/24/2015,Inactive
1330550-DCA,QUIK PARK WEST 57 LLC,,Garage,Surrendered,6/24/2015,Inactive
1330557-DCA,QUIK PARK EAST 87 LLC,,Garage,Surrendered,6/24/2015,Inactive
1330560-DCA,QUIK PARK EAST 72 LLC,,Garage,Surrendered,6/24/2015,Inactive
1330577-DCA,QUIK PARK EAST 72 LLC,,Garage,Surrendered,6/24/2015,Inactive
1331217-DCA,QUIK PARK EAST 66 LLC,,Garage,Surrendered,6/24/2015,Inactive
1342701-DCA,KENNY DELI & GROCERY INC.,,Tobacco Retail Dealer,Revoked,6/24/2015,Inactive
1458629-DCA,BED BATH GIFT CORP.,,Secondhand Dealer - General,Reinstated,6/24/2015,Inactive
1469931-DCA,"SAUSE ELECTRIC COMPANY, INC.",,Home Improvement Contractor,Surrendered,6/24/2015,Inactive
2012382-DCA,AAAPC LLC,,Electronics Store,Reinstated,6/24/2015,Inactive
1308653-DCA,X-10 CANDY GROCERY INC.,,Tobacco Retail Dealer,Reinstated,6/25/2015,Inactive
1342143-DCA,HOYT DELI & GROCERY CORP.,,Tobacco Retail Dealer,Suspended,6/25/2015,Inactive
1460805-DCA,EMPIRE COLLISION AND AUTO BODY INC.,B.I.S.E AUTOMOTIVE,Tow Truck Company,Suspended,6/25/2015,Inactive
1474222-DCA,"SHAMALOV, GRIGORY",EA GOLD,Secondhand Dealer - General,Reinstated,6/25/2015,Inactive
2004410-1103-DCA,apple deli and gril corp,,Tobacco Retail Dealer,Suspended,6/25/2015,Inactive
2013873-DCA,HERNANDEZ REFRIGERATION CORP.,,Electronic & Appliance Service,Suspended,6/25/2015,Inactive
2015234-1-DCA,2027 TOBACCO & GROCERY CORP,,Tobacco Retail Dealer,Suspended,6/25/2015,Inactive
0947409-DCA,JACK & TONY AUTO REPAIR SHOP INC.,,Secondhand Dealer - General,Surrendered,6/26/2015,Inactive
