Neighborhood,Class,Units,YearBuilt,SqFt,Income,IncomePerSqFt,Expense,ExpensePerSqFt,NetIncome,Value,ValuePerSqFt,Boro
FLUSHING-NORTH,R4-CONDOMINIUM,80,1983,87612,1401792,16,515159,5.88,886633,5986990,68.34,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,11,1967,12655,189825,15,88079,6.96,101746,687001,54.29,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,3,1967,4493,71888,16,34641,7.71,37247,248000,55.2,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,1,1967,1075,17200,16,8288,7.71,8912,59000,54.88,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,80,1967,97877,1604204,16.39,831955,8.5,772249,5144994,52.57,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,36,1984,34314,531867,15.5,240198,7,291669,1942988,56.62,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,15,1985,10668,170688,16,74143,6.95,96545,695004,65.15,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,16,1988,16140,260177,16.12,104910,6.5,155267,1034001,64.06,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,19,1997,16164,307116,19,124624,7.71,182492,1224004,75.72,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,2007,23878,508601,21.3,157117,6.58,351484,2579001,108.01,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,48,1987,31360,533120,17,238022,7.59,295098,2134001,68.05,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,66,1988,76680,1299726,16.95,536760,7,762966,5082998,66.29,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,18,2003,18730,412060,22,113878,6.08,298182,1929000,102.99,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,84,1986,66756,1131514,16.95,467292,7,664222,4484998,67.18,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,41,1979,37255,587884,15.78,279413,7.5,308471,2068991,55.54,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,63,1987,66196,1137247,17.18,538173,8.13,599074,4045000,61.11,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,30,2005,20352,436347,21.44,139615,6.86,296732,2176992,106.97,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,19,2005,21000,450240,21.44,137130,6.53,313110,2298999,109.48,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,16,1989,10480,178160,17,79543,7.59,98617,623696,59.51,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,18,1987,18120,325254,17.95,135900,7.5,189354,1279001,70.59,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,50,2001,48993,930867,19,340991,6.96,589876,4009999,81.85,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,134,1987,98000,1699320,17.34,717360,7.32,981960,6630998,67.66,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,40,2007,40400,888800,22,270680,6.7,618120,4537998,112.33,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,80,1983,101624,1871914,18.42,811976,7.99,1059938,7062010,69.49,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,33,1984,37304,649836,17.42,298805,8.01,351031,2353996,63.1,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,1989,17905,311905,17.42,143419,8.01,168486,1137995,63.56,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,32,2002,22936,436931,19.05,158029,6.89,278902,2012998,87.77,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,14,2008,13290,338895,25.5,99675,7.5,239220,1784001,134.24,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,26,2001,22635,475335,21,167952,7.42,307383,2118998,93.62,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,48,1956,53920,859485,15.94,431899,8.01,427586,2918007,54.12,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,18,2001,15000,317250,21.15,105000,7,212250,1452999,96.87,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,47,2002,41800,889086,21.27,313500,7.5,575586,3940000,94.26,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,9,2005,9008,193132,21.44,58552,6.5,134580,987000,109.57,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,10,2005,8685,183688,21.15,48202,5.55,135486,934000,107.54,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,10,2006,12171,260946,21.44,79112,6.5,181834,1334001,109.6,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,7,2006,8876,190301,21.44,57694,6.5,132607,973000,109.62,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,64,2008,53000,1128900,21.3,346090,6.53,782810,5744008,108.38,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,16,2010,5337,117414,22,46966,8.8,70448,515998,96.68,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,50,2004,48753,1036976,21.27,341271,7,695705,4795004,98.35,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,13,1995,15630,281965,18.04,122070,7.81,159895,1079998,69.1,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,64,1987,72300,1252959,17.33,469950,6.5,783009,5323004,73.62,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,58,2000,83284,1761457,21.15,666272,8,1095185,6853009,82.28,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,204,1963,189000,2937060,15.54,1366470,7.23,1570590,10463976,55.36,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,351,1974,333006,5461298,16.4,2307732,6.93,3153566,21735002,65.27,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,83,1962,77620,1237263,15.94,621736,8.01,615527,4201011,54.12,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,1988,25333,441301,17.42,202917,8.01,238384,1551006,61.22,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,22,2006,26800,557708,20.81,147400,5.5,410308,2808998,104.81,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,2008,22982,492734,21.44,150072,6.53,342662,2515005,109.43,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,32,1990,38680,638607,16.51,261477,6.76,377130,2530004,65.41,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,18,2000,20448,407529,19.93,143136,7,264393,1796994,87.88,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,22,1987,19037,333148,17.5,152486,8.01,180662,1220001,64.09,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,17,2003,15189,318665,20.98,106323,7,212342,1559000,102.64,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,14,2008,13640,289441,21.22,134081,9.83,155360,1142001,83.72,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,169,2008,197318,5327586,27,1578544,8,3749042,24202003,122.65,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,279,2008,352672,8464128,24,2821376,8,5642752,41144739,116.67,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,15,2005,17655,372521,21.1,105930,6,266591,1792000,101.5,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,10,2008,6109,114055,18.67,54309,8.89,59746,1083999,177.44,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,14,1987,12336,201694,16.35,93754,7.6,107940,711698,57.69,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,2001,22116,455811,20.61,176928,8,278883,1882997,85.14,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,2008,30302,649675,21.44,197872,6.53,451803,3317000,109.46,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,99,2005,106500,2142780,20.12,642834,6.04,1499946,10707010,100.54,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,27,1987,23951,385132,16.08,179633,7.5,205499,1360000,56.78,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,66,2001,64520,1354920,21,430348,6.67,924572,6242988,96.76,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,102,1985,170000,2650300,15.59,1232500,7.25,1417800,9446009,55.56,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,68,1989,89200,1481612,16.61,713600,8,768012,5312975,59.56,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,48,1986,62720,1034880,16.5,498624,7.95,536256,3526001,56.22,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,227,1986,232145,3946465,17,1905910,8.21,2040555,13420015,57.81,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,89,1961,75515,1165952,15.44,566363,7.5,599589,3917006,51.87,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,72,1997,77117,1388106,18,589174,7.64,798932,5359000,69.49,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,57,1986,43200,699840,16.2,302400,7,397440,2612999,60.49,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,32,1990,36336,603541,16.61,254352,7,349189,2167006,59.64,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,14,2005,15229,321789,21.13,112695,7.4,209094,1534001,100.73,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,80,1958,75600,1153656,15.26,567000,7.5,586656,3832000,50.69,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,21,2004,14912,315091,21.13,115419,7.74,199672,1464993,98.24,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,21,2006,26892,576564,21.44,175605,6.53,400959,2941998,109.4,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,42,2007,27060,676500,25,216480,8,460020,3355999,124.02,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,36,2008,33762,844050,25,253215,7.5,590835,4310002,127.66,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,12,2005,12712,268605,21.13,98518,7.75,170087,1248000,98.17,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,32,2006,51000,1086300,21.3,333030,6.53,753270,5526997,108.37,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,2005,29971,642578,21.44,195711,6.53,446867,3278998,109.41,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,26,2008,24122,508974,21.1,127847,5.3,381127,2797000,115.95,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,23,1999,16383,294894,18,139419,8.51,155475,1064002,64.95,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,24,2005,62800,1318800,21,391244,6.23,927556,6633998,105.64,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,70,1929,53175,806133,15.16,412106,7.75,394027,2708000,50.93,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,78,1937,85000,1292000,15.2,637500,7.5,654500,4498012,52.92,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,15,1986,15096,249084,16.5,114126,7.56,134958,930001,61.61,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,20,2006,16385,351294,21.44,122888,7.5,228406,1676001,102.29,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,16,1987,13000,167570,12.89,86320,6.64,81250,542000,41.69,Queens
FLUSHING-NORTH,R4-CONDOMINIUM,17,1987,16145,248149,15.37,121088,7.5,127061,872001,54.01,Queens
BAYSIDE,R4-CONDOMINIUM,543,1983,515402,8890685,17.25,3272803,6.35,5617882,38455091,74.61,Queens
BAYSIDE,R4-CONDOMINIUM,100,1983,89015,1526607,17.15,587499,6.6,939108,6427994,72.21,Queens
BAYSIDE,R4-CONDOMINIUM,240,1983,216662,3715753,17.15,1462469,6.75,2253284,16284003,75.16,Queens
BAYSIDE,R4-CONDOMINIUM,138,1983,124491,2209715,17.75,873927,7.02,1335788,9144004,73.45,Queens
BAYSIDE,R4-CONDOMINIUM,16,1983,13073,228778,17.5,88373,6.76,140405,961000,73.51,Queens
BAYSIDE,R4-CONDOMINIUM,11,2008,17287,397428,22.99,107871,6.24,289557,2114998,122.35,Queens
BAYSIDE,R4-CONDOMINIUM,47,1989,32208,512107,15.9,241560,7.5,270547,1792563,55.66,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,90,1963,86652,1407228,16.24,693216,8,714012,4859999,56.09,Queens
HILLCREST,R4-CONDOMINIUM,458,1967,454660,7592822,16.7,4091940,9,3500882,24529913,53.95,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,71,1987,51125,868614,16.99,375258,7.34,493356,3376999,66.05,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,7,2006,5216,111831,21.44,33904,6.5,77927,572000,109.66,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,8,2007,6214,133228,21.44,40391,6.5,92837,681000,109.59,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,11,2006,11840,240000,20.27,72000,6.08,168000,1199000,101.27,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,42,2007,66085,1453870,22,428231,6.48,1025639,7373011,111.57,Queens
FLUSHING-SOUTH,R4-CONDOMINIUM,14,2008,14514,311180,21.44,94341,6.5,216839,1591001,109.62,Queens
KEW GARDENS,R4-CONDOMINIUM,36,1928,40235,514606,12.79,239398,5.95,275208,1837998,45.68,Queens
BRIARWOOD,R4-CONDOMINIUM,20,1990,19000,262200,13.8,118750,6.25,143450,946001,49.79,Queens
BRIARWOOD,R4-CONDOMINIUM,53,2007,29969,764210,25.5,269721,9,494489,3431999,114.52,Queens
BRIARWOOD,R4-CONDOMINIUM,41,2009,45787,801273,17.5,297616,6.5,503657,3435999,75.04,Queens
JAMAICA,R4-CONDOMINIUM,32,2007,78540,2120580,27,706860,9,1413720,10205987,129.95,Queens
JAMAICA,R4-CONDOMINIUM,55,2008,60600,1393800,23,419958,6.93,973842,6967007,114.97,Queens
JAMAICA,R4-CONDOMINIUM,18,2008,27452,617670,22.5,202047,7.36,415623,2579004,93.95,Queens
JAMAICA ESTATES,R4-CONDOMINIUM,32,2006,32317,710974,22,231390,7.16,479584,3448006,106.69,Queens
JAMAICA ESTATES,R4-CONDOMINIUM,24,1986,19448,302416,15.55,156751,8.06,145665,1025001,52.7,Queens
HOWARD BEACH,R4-CONDOMINIUM,150,1966,202489,3106181,15.34,1417423,7,1688758,11592014,57.25,Queens
HOWARD BEACH,R4-CONDOMINIUM,150,1967,199444,2766288,13.87,1214614,6.09,1551674,10225988,51.27,Queens
HOWARD BEACH,R4-CONDOMINIUM,156,1965,198707,2986566,15.03,1390949,7,1595617,10979002,55.25,Queens
HOWARD BEACH,R4-CONDOMINIUM,163,1965,198687,3184953,16.03,1390809,7,1794144,11440011,57.58,Queens
FAR ROCKAWAY,R4-CONDOMINIUM,64,1961,73060,939552,12.86,511420,7,428132,2375994,32.52,Queens
FAR ROCKAWAY,R4-CONDOMINIUM,42,2007,51175,1125850,22,434988,8.5,690862,5038999,98.47,Queens
FAR ROCKAWAY,RR-CONDOMINIUM,46,2007,58600,1347800,23,498100,8.5,849700,6198000,105.77,Queens
FAR ROCKAWAY,R4-CONDOMINIUM,126,2006,156952,3295992,21,1569520,10,1726472,9853210,62.78,Queens
HAMMELS,R4-CONDOMINIUM,86,2006,111775,2682600,24,1289884,11.54,1392716,10047997,89.89,Queens
HAMMELS,R4-CONDOMINIUM,66,2005,93315,2332875,25,1076855,11.54,1256020,9062006,97.11,Queens
HAMMELS,R4-CONDOMINIUM,78,2005,82862,1988688,24,956227,11.54,1032461,7449028,89.9,Queens
HAMMELS,R4-CONDOMINIUM,40,2009,48680,1324583,27.21,561767,11.54,762816,16557010,340.12,Queens
ROCKAWAY PARK,R4-CONDOMINIUM,93,2005,74400,2024424,27.21,858576,11.54,1165848,8412001,113.06,Queens
ROCKAWAY PARK,R4-CONDOMINIUM,26,2005,41713,1135011,27.21,481368,11.54,653643,4716002,113.06,Queens
